表,食谱,状态,原料,原料类型,营养档案,改前,改后,处理说明
正式食谱,鸭肉梨,PRIVATE_CUSTOM,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,鸭肉梨,PRIVATE_CUSTOM,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,土豆大米兔,PRIVATE_CUSTOM,南瓜,FOOD,熟,去皮、去瓤、生重、打碎、充分搅拌,去皮、去瓤、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,哈子 的鲜食食谱 08/18,PRIVATE_CUSTOM,小米,FOOD,生,浸泡60分钟、煮熟后称重、充分搅拌,浸泡60分钟、生重、充分搅拌,生档案：熟制称重→生重
正式食谱,哈子 的鲜食食谱 08/18,PRIVATE_CUSTOM,南瓜,FOOD,生,去皮、去瓤、煮熟后称重、充分搅拌,去皮、去瓤、生重、充分搅拌,生档案：熟制称重→生重
正式食谱,哈子 的鲜食食谱 08/18,PRIVATE_CUSTOM,胡萝卜,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,哈子 的鲜食食谱 08/18,PRIVATE_CUSTOM,西兰花,FOOD,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,牛肉食谱,PRIVATE_CUSTOM,红甜椒,FOOD,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,牛肉食谱,PRIVATE_CUSTOM,西葫芦,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,牛肉食谱,PRIVATE_CUSTOM,南瓜,FOOD,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
正式食谱,牛肉食谱,PRIVATE_CUSTOM,藜麦,FOOD,熟,生重、打粉、充分搅拌,熟重、打粉、充分搅拌,熟档案：生重→熟重
正式食谱,山药 辅食,PRIVATE_CUSTOM,山药,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,山药 辅食,PRIVATE_CUSTOM,西兰花,FOOD,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,牛肉食谱,PRIVATE_CUSTOM,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,鸡肉食谱,PRIVATE_CUSTOM,小米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
正式食谱,鸡肉食谱,PRIVATE_CUSTOM,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,南瓜,FOOD,,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,红甜椒,FOOD,熟,去瓤、生重、打碎、充分搅拌,去瓤、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,西兰花,FOOD,,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,玉米油,FOOD,,生重、充分混匀。,生重、充分搅拌,自由文本归一
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,南瓜,FOOD,,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,西兰花,FOOD,,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,玉米油,FOOD,,生重、充分混匀。,生重、充分搅拌,自由文本归一
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,鸡心,FOOD,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,卷心菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,白萝卜,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,兔肉食谱,PRIVATE_CUSTOM,四季豆,FOOD,生,煮熟后沥水称重、打碎后充分搅拌,生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重
正式食谱,兔肉食谱,PRIVATE_CUSTOM,胡萝卜,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,兔肉食谱,PRIVATE_CUSTOM,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,鸡心,FOOD,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,卷心菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,白萝卜,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,鸡心,FOOD,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,鸡心,FOOD,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,卷心菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,莓莓 的鲜食食谱 08/23,PRIVATE_CUSTOM,土豆,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,莓莓 的鲜食食谱 08/23,PRIVATE_CUSTOM,胡萝卜,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,卷心菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,十字花科全谷物三文鱼鸡肉,PUBLIC,白萝卜,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,16oz cod,PRIVATE_CUSTOM,紫薯,FOOD,生,去皮、煮熟后称重,去皮、生重,生档案：熟制称重→生重
正式食谱,灿灿 的鲜食食谱 08/17,PRIVATE_CUSTOM,藜麦,FOOD,熟,生重、打粉、充分搅拌,熟重、打粉、充分搅拌,熟档案：生重→熟重
正式食谱,灿灿 的鲜食食谱 08/17,PRIVATE_CUSTOM,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,灿灿 的鲜食食谱 08/17,PRIVATE_CUSTOM,鲜香菇,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,灿灿 的鲜食食谱 08/17,PRIVATE_CUSTOM,紫甘蓝,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,灿灿 的鲜食食谱 08/17,PRIVATE_CUSTOM,亚麻籽,FOOD,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
正式食谱,鸡胸牛肉饭(幺鸡),DRAFT,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,南瓜,FOOD,,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、煮熟后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,西兰花,FOOD,,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,玉米油,FOOD,,生重、充分混匀。,生重、充分搅拌,自由文本归一
正式食谱,ID的兔肉定制,PRIVATE_CUSTOM,鸭蛋,FOOD,生,去壳全蛋、与其他食材充分搅拌,去壳、全蛋、充分搅拌,自由文本归一
正式食谱,ID的兔肉定制,PRIVATE_CUSTOM,南瓜,FOOD,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,燕麦鳕鱼猪肉,PUBLIC,西兰花,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,ID的兔肉定制,PRIVATE_CUSTOM,上海青,FOOD,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
正式食谱,ID的兔肉定制,PRIVATE_CUSTOM,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,小豆 的鲜食食谱 08/27,PRIVATE_CUSTOM,糙米,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,小豆 的鲜食食谱 08/27,PRIVATE_CUSTOM,红薯,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,小豆 的鲜食食谱 08/29,PRIVATE_CUSTOM,南瓜,FOOD,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,小豆 的鲜食食谱 08/29,PRIVATE_CUSTOM,碳酸钙粉,SUPPLEMENT,浓缩补剂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,糙米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,南瓜,FOOD,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,西兰花,FOOD,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,红甜椒,FOOD,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,鸭胸猪里脊鸡蛋青花鱼,PUBLIC,玉米油,FOOD,油脂,生重、充分混匀。,充分搅拌,自由文本归一、油/粉/补剂：删除口径词
正式食谱,秋菊 的鲜食食谱 09/06,PRIVATE_CUSTOM,亚麻籽,FOOD,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
正式食谱,牛牛的定制食谱（兔）20260914,PRIVATE_CUSTOM,娃娃菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,牛牛的定制食谱（兔）20260914,PRIVATE_CUSTOM,四季豆,FOOD,熟,煮熟后沥水称重、打碎后充分搅拌,煮熟后称重、打碎、充分搅拌,自由文本归一
正式食谱,牛牛的定制食谱（兔）20260914,PRIVATE_CUSTOM,鲜香菇,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,柠檬茶 的鲜食食谱 08/05,PRIVATE_CUSTOM,小米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
正式食谱,Lucky的最新兔肉食谱,DRAFT,西兰花,FOOD,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,鸡胸,FOOD,,"a6409a79-402b-41d1-bfe1-031a67da0876, a8ba4629-0933-4427-a537-5febbee5ed48, a8f50f30-16f8-4c18-a216-e9ed0a6d4f65, dd27baa4-36cb-4405-9092-0eb37e6160fa, 7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去油、去皮、去骨、生重、打碎、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,猪里脊,FOOD,,"a6409a79-402b-41d1-bfe1-031a67da0876, a8ba4629-0933-4427-a537-5febbee5ed48, dd27baa4-36cb-4405-9092-0eb37e6160fa, 7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去油、去皮、生重、打碎、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,猪肝,FOOD,,"a6409a79-402b-41d1-bfe1-031a67da0876, dd27baa4-36cb-4405-9092-0eb37e6160fa, 7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去油、生重、打碎、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,三文鱼,FOOD,,"a8ba4629-0933-4427-a537-5febbee5ed48, a8f50f30-16f8-4c18-a216-e9ed0a6d4f65, dd27baa4-36cb-4405-9092-0eb37e6160fa, 7aa01a87-e4d5-4e3b-b4cf-e4634b303853, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去皮、去骨、生重、打碎、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,鸡蛋,FOOD,,"e7f1e345-6aee-4274-9c81-b2463dae82df, 81263f8d-49db-4f56-8607-fe9d1c6e61ce, dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去壳、全蛋、生重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,大米,FOOD,,"39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",煮熟后称重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,燕麦,FOOD,,"dd27baa4-36cb-4405-9092-0eb37e6160fa, df60590f-a697-4897-ab08-1322e2287268, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、打粉、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,南瓜,FOOD,,"a8ba4629-0933-4427-a537-5febbee5ed48, 70de9668-660e-4f3e-91aa-79506f12f4d0, 39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",去皮、去瓤、煮熟后称重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,西葫芦,FOOD,,"36f6a5e7-14bb-472a-932e-54ee075f6819, 39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",留皮、煮熟后称重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,胡萝卜,FOOD,,"36f6a5e7-14bb-472a-932e-54ee075f6819, 39b36568-24f1-4b20-b8ef-61ce023d568d, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",留皮、煮熟后称重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,火麻籽,FOOD,,"dd27baa4-36cb-4405-9092-0eb37e6160fa, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",生重、充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,小麦胚芽油,FOOD,,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,食用盐,FOOD,,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,鸡蛋壳粉,SUPPLEMENT,,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,海藻粉,SUPPLEMENT,,af4c8a9c-98bf-4f91-ab07-4927aae2c4c2,充分搅拌,机器码还原
正式食谱,财宝定制食谱,PRIVATE_CUSTOM,氨基酸螯合铜,SUPPLEMENT,浓缩补剂,"df60590f-a697-4897-ab08-1322e2287268, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",打粉、充分搅拌,机器码还原
正式食谱,xz 的鲜食食谱 07/08,PRIVATE_CUSTOM,藜麦,FOOD,熟,生重、打粉、充分搅拌,熟重、打粉、充分搅拌,熟档案：生重→熟重
正式食谱,xz 的鲜食食谱 07/08,PRIVATE_CUSTOM,西兰花,FOOD,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
正式食谱,xz 的鲜食食谱 猪里脊鳕鱼鸡蛋,PRIVATE_CUSTOM,糙米,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
正式食谱,xz 的鲜食食谱 猪里脊鳕鱼鸡蛋,PRIVATE_CUSTOM,亚麻籽,FOOD,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
正式食谱,西葫芦大米比目鱼鸡肉,DRAFT,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,西葫芦大米比目鱼鸡肉,DRAFT,胡萝卜,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,西葫芦大米比目鱼鸡肉,DRAFT,上海青,FOOD,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、熟重、打碎、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
正式食谱,西葫芦大米比目鱼鸡肉,DRAFT,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
正式食谱,鸡胸鳕鱼,PRIVATE_CUSTOM,糙米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
正式食谱,鸡胸鳕鱼,PRIVATE_CUSTOM,黑米,FOOD,生/干,煮熟后打碎,生重、打碎,生档案：熟制称重→生重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,红薯,FOOD,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,鸭肉梨,PRIVATE_CUSTOM,白蘑菇,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,西兰花,FOOD,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
正式食谱,秋葵藜麦米牛肉鸡胸,PRIVATE_CUSTOM,秋葵,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,西葫芦大米比目鱼鸡肉,DRAFT,鸡胸,FOOD,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,小米三文鱼猪里脊(幺鸡),PRIVATE_CUSTOM,娃娃菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,糙米三文鱼猪里脊(烟花),PRIVATE_CUSTOM,娃娃菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,Foxy的鸭胸食谱,DRAFT,白蘑菇,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,布丁定制食谱,PRIVATE_CUSTOM,西兰花,FOOD,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
正式食谱,燕麦鳕鱼猪肉,PUBLIC,红甜椒,FOOD,熟,去瓤、生重、打碎、充分搅拌,去瓤、熟重、打碎、充分搅拌,熟档案：生重→熟重
正式食谱,大米红薯兔里脊,PRIVATE_CUSTOM,西兰花,FOOD,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
正式食谱,鸡胸牛肉饭(幺鸡),DRAFT,花椰菜,FOOD,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,糙米,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,十字花科全谷物三文鱼鸡肉,PUBLISHED,红薯,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,红薯三文鱼鸡胸,PUBLISHED,南瓜,FOOD,生,去皮、去瓤、煮熟后称重、充分搅拌,去皮、去瓤、生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,红薯三文鱼鸡胸,PUBLISHED,红薯,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,红薯三文鱼鸡胸,PUBLISHED,胡萝卜,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,红薯三文鱼鸡胸,PUBLISHED,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,燕麦三文鱼猪肉,PUBLISHED,橄榄油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,兔里脊大米土豆,PUBLISHED,大米,FOOD,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔里脊大米土豆,PUBLISHED,土豆,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔里脊大米土豆,PUBLISHED,南瓜,FOOD,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔里脊大米土豆,PUBLISHED,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,藜麦南瓜生蚝鸡腿牛肉,PUBLISHED,小麦胚芽油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,猪里脊青花鱼藜麦小米,PUBLISHED,小米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,猪里脊青花鱼藜麦小米,PUBLISHED,四季豆,FOOD,生,煮熟后沥水称重、打碎后充分搅拌,生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重
设计器草稿,乐乐 的鲜食食谱 07/16,NEEDS_REVIEW,西兰花,FOOD,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,猪里脊青花鱼藜麦小米,PUBLISHED,亚麻籽,FOOD,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,燕麦三文鱼猪肉,PUBLISHED,橄榄油,FOOD,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,羊肚菌芦笋糙米牛肉,PUBLISHED,糙米,FOOD,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,羊肚菌芦笋糙米牛肉,PUBLISHED,红薯,FOOD,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
